,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
2093,The Young Fur Traders,R M Ballantyne,1825,1894,23,"['Fur traders -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Northwest, Canadian -- Juvenile fiction']",99,5,314,733,"['Indians of North America', 'Northwest, Canadian', 'Fur traders', 'Juvenile fiction']",18,21,0.050505050505050504,0.15898712014561975,0.13448072630229754,Charley,Harry
2094,The Young Trawler,R M Ballantyne,1825,1894,16,"['Conduct of life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Fishers -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Shipwrecks -- Juvenile fiction', 'Temperance -- Juvenile fiction']",101,9,429,856,"['Fishers', 'Conduct of life', 'Temperance', 'Death', 'Sailors', 'Shipwrecks', 'Seafaring life', 'Juvenile fiction', 'Rescues']",18,21,0.0891089108910891,0.11403737946757654,0.08350243631852981,Billy,Ruth
2095,Twice Bought,R M Ballantyne,1825,1894,33,"['Adventure and adventurers -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Gambling -- Juvenile fiction', 'Gold -- Juvenile fiction', 'Theft -- Juvenile fiction']",85,5,307,583,"['Juvenile fiction', 'Gold', 'Adventure and adventurers', 'Theft', 'Christian life', 'Friendship', 'Gambling', 'Conduct of life']",18,17,0.058823529411764705,0.14409016137847144,0.13893205924263993,Betty,Tom
2096,Under the Waves,R M Ballantyne,1825,1894,48,"['China Sea -- Juvenile fiction', 'Deep diving -- Juvenile fiction', 'Pirates -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction']",101,6,352,791,"['Pirates', 'Voyages and travels', 'Deep diving', 'Juvenile fiction', 'China Sea']",18,21,0.0594059405940594,0.1309089929190079,0.12403128427082732,Edgar,Baldwin
2097,Ungava,R M Ballantyne,1825,1894,23,"['Adventure and adventurers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Eskimos -- Juvenile fiction', 'Fur traders -- Juvenile fiction', 'Hudson  Bay -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Outdoor life -- Juvenile fiction', 'Survival skills -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction']",80,7,458,566,"['Eskimos', 'Fur traders', 'Hudson  Bay', 'Outdoor life', 'Conduct of life', 'Survival skills', 'Voyages and travels', 'Adventure and adventurers', 'Natural history', 'Juvenile fiction']",18,21,0.0875,0.133702864662981,0.10965894113032196,Frank,Stanley
2098,Up in the Clouds,R M Ballantyne,1825,1894,21,['Balloons'],84,19,202,677,['Balloons'],-1,17,0.2261904761904762,0.061955070926901556,0.04423114238122774,Nadar,Monsieur Nadar
2099,Wrecked but not Ruined,R M Ballantyne,1825,1894,13,"['Canada -- Juvenile fiction', 'Family -- Canada -- Juvenile fiction', 'French-Canadians -- Juvenile fiction', 'Frontier and pioneer life -- Canada -- Juvenile fiction']",38,7,236,276,"['French-Canadians', 'Frontier and pioneer life', 'Canada', 'Family', 'Juvenile fiction']",-1,21,0.18421052631578946,0.13889328249835903,0.11601134636190963,McLeod,Redding
2100,Bardelys the Magnificent,Rafael Sabatini,1875,1950,61,"['France -- History -- Louis XIII, 1610-1643 -- Fiction']",108,12,514,983,"['History', 'France', 'Louis XIII, 1610-1643', 'Fiction']",-1,21,0.1111111111111111,0.08814705122600298,0.06230410054670616,Lavedan,Bardelys
2101,Captain Blood,Rafael Sabatini,1875,1950,535,"['Adventure stories', 'British -- Caribbean Area -- Fiction', 'Caribbean Area -- Fiction', 'Historical fiction', 'Physicians -- Fiction', 'Pirates -- Fiction', 'Sea stories']",136,13,515,1039,"['Pirates', 'Historical fiction', 'Adventure stories', 'Physicians', 'Sea stories', 'Caribbean Area', 'British', 'Fiction']",34,21,0.09558823529411764,0.11965315095581218,0.08947278055170325,Bishop,Peter Blood
2102,Love-at-Arms,Rafael Sabatini,1875,1950,45,"['Arranged marriage -- Fiction', 'Borgia, Cesare, 1476?-1507 -- Fiction', 'Italy -- History -- 1492-1559 -- Fiction', 'Urbino (Italy) -- Fiction']",118,6,506,919,"['History', '1492-1559', 'Borgia, Cesare, 1476?-1507', 'Arranged marriage', 'Fiction', 'Urbino (Italy)', 'Italy']",34,21,0.05084745762711865,0.14983256259171693,0.13906696951130348,Gian Maria,Francesco
2103,Mistress Wilding,Rafael Sabatini,1875,1950,87,"['Adventure stories', 'Historical fiction', 'Love stories', 'War stories']",128,6,488,801,"['Historical fiction', 'Adventure stories', 'War stories', 'Love stories']",34,21,0.046875,0.1617250993794986,0.095743968401385,Wilding,Richard
2104,Scaramouche,Rafael Sabatini,1875,1950,260,"['Adventure stories', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Love stories', 'War stories']",189,14,716,1260,"['History', 'War stories', 'Adventure stories', 'Love stories', 'France', 'Revolution, 1789-1799', 'Fiction']",34,21,0.07407407407407407,0.17528589309040024,0.0420767775627115,Andre - Louis,Aline
2105,St. Martin's Summer,Rafael Sabatini,1875,1950,134,"['France -- Social life and customs -- Fiction', 'Inheritance and succession -- Fiction', 'Nobility -- France -- Fiction']",78,5,312,542,"['Inheritance and succession', 'France', 'Social life and customs', 'Nobility', 'Fiction']",34,21,0.0641025641025641,0.19399639492217213,0.18215706892474487,Marius,Garnache
2106,"The Historical Nights' Entertainment, First Series",Rafael Sabatini,1875,1950,59,"['Europe -- Social life and customs -- Fiction', 'Historical fiction, English']",277,30,688,1199,"['Social life and customs', 'Europe', 'Historical fiction, English', 'Fiction']",13,21,0.10830324909747292,0.12411319405767683,0.02778491669332826,Charles,Darnley
2107,"The Historical Nights' Entertainment, Second Series",Rafael Sabatini,1875,1950,59,"['Europe -- Social life and customs -- Fiction', 'Historical fiction, English']",275,31,637,1138,"['Social life and customs', 'Europe', 'Historical fiction, English', 'Fiction']",13,17,0.11272727272727273,0.09412870243642528,0.03849466411332744,Henry,Walter
2108,The Life of Cesare Borgia,Rafael Sabatini,1875,1950,111,"['Borgia, Cesare, 1476?-1507', 'Renaissance -- Italy']",645,55,2257,3759,"['Italy', 'Borgia, Cesare, 1476?-1507', 'Renaissance']",-1,21,0.08527131782945736,0.08592546555641244,0.045294158547186894,Cesare,Valentinois
2109,The Lion's Skin,Rafael Sabatini,1875,1950,49,"['Great Britain -- History -- James III, 1701-1766 -- Fiction']",78,6,355,475,"['Great Britain', 'History', 'James III, 1701-1766', 'Fiction']",-1,21,0.07692307692307693,0.221108434496346,0.07208336175589695,Caryll,Green
2110,The Sea-Hawk,Rafael Sabatini,1875,1950,182,"['Adventure stories', 'Africa, North -- Fiction', 'British -- Africa, North -- Fiction', 'Cornwall (England : County) -- Fiction', 'Historical fiction', 'Muslims -- Fiction', 'Pirates -- Fiction', 'Sea stories']",131,6,513,914,"['Africa, North', 'Cornwall (England : County)', 'Pirates', 'Historical fiction', 'Adventure stories', 'Muslims', 'Sea stories', 'British', 'Fiction']",34,17,0.04580152671755725,0.11733590692020184,0.11337097803796213,Oliver,Sakr - el - Bahr
2111,The Shame of Motley,Rafael Sabatini,1875,1950,21,"['Borgia, Cesare, 1476?-1507 -- Fiction', 'Historical fiction', 'Italy -- History -- 1492-1559 -- Fiction']",122,7,420,964,"['1492-1559', 'Borgia, Cesare, 1476?-1507', 'Italy', 'History', 'Historical fiction', 'Fiction']",34,21,0.05737704918032787,0.11351492460922913,0.09740419882718462,Madonna,Ramiro
2112,The Snare,Rafael Sabatini,1875,1950,46,"['Adventure stories', 'British -- Portugal -- Fiction', 'Peninsular War, 1807-1814 -- Fiction']",108,7,441,956,"['Peninsular War, 1807-1814', 'Adventure stories', 'Portugal', 'British', 'Fiction']",34,21,0.06481481481481481,0.13605419605953062,0.13411725720713738,Terence,Tremayne
2113,The Strolling Saint,Rafael Sabatini,1875,1950,32,"['Historical fiction', 'Italy -- History -- 1492-1559 -- Fiction']",205,19,734,1417,"['1492-1559', 'Italy', 'History', 'Historical fiction', 'Fiction']",34,35,0.09268292682926829,0.09527655687657563,0.06278583083729591,Agostino,Bianca
2114,The Suitors of Yvonne,Rafael Sabatini,1875,1950,39,"['Adventure stories', 'Cardinals -- France -- Fiction', 'France -- History -- 17th century -- Fiction', 'France -- History -- Louis XIV, 1643-1715 -- Fiction', 'Historical fiction', 'Love stories', 'Mazarin, Jules, 1602-1661 -- Fiction']",125,10,525,1045,"['Louis XIV, 1643-1715', 'Love stories', 'France', 'Mazarin, Jules, 1602-1661', 'History', '17th century', 'Adventure stories', 'Historical fiction', 'Cardinals', 'Fiction']",34,21,0.08,0.13022093436341653,0.09462202960612305,Mademoiselle,Andrea
2115,The Tavern Knight,Rafael Sabatini,1875,1950,55,"['Adventure stories', 'Great Britain -- History -- Charles I, 1625-1649 -- Fiction', 'Historical fiction']",79,5,287,728,"['History', 'Historical fiction', 'Adventure stories', 'Great Britain', 'Fiction', 'Charles I, 1625-1649']",34,21,0.06329113924050633,0.19551710978424358,0.13517925342115675,Crispin,Kenneth
2116,The Trampling of the Lilies,Rafael Sabatini,1875,1950,44,"['France -- History -- Revolution, 1789-1799 -- Fiction']",110,8,436,1067,"['History', 'France', 'Revolution, 1789-1799', 'Fiction']",34,21,0.07272727272727272,0.1156229282965143,0.10655464468810859,La Boulaye,Mademoiselle
2117,"Essays, First Series",Ralph Waldo Emerson,1803,1882,654,['American essays -- 19th century'],201,61,442,1035,"['19th century', 'American essays']",-1,17,0.3034825870646766,0.020977240036331623,0.01968476478368423,Caesar,Socrates
2118,"Essays, Second Series",Ralph Waldo Emerson,1803,1882,300,['American essays -- 19th century'],150,46,320,914,"['19th century', 'American essays']",-1,17,0.30666666666666664,0.033287582308676865,0.023743126550087947,Plato,Fox
2119,Essays,Ralph Waldo Emerson,1803,1882,300,['American essays -- 19th century'],412,81,1387,2552,"['19th century', 'American essays']",-1,17,0.1966019417475728,0.06493157884336871,0.03761064630170664,Emerson,Shakespeare
2120,May-Day,Ralph Waldo Emerson,1803,1882,42,['Poetry'],79,19,62,394,['Poetry'],38,17,0.24050632911392406,0.029794316743809352,0.029794316743809352,Byron,Scott
2121,Nature,Ralph Waldo Emerson,1803,1882,3024,"['Nature', 'Philosophy, American']",47,19,90,334,"['Nature', 'Philosophy, American']",35,17,0.40425531914893614,0.05181037403532721,0.04731511619841213,Plato,Jesus
2122,Poems,Ralph Waldo Emerson,1803,1882,325,['Poetry'],200,47,278,819,['Poetry'],38,17,0.235,0.054960305496817304,0.02330749380251432,Emerson,Saadi
2123,Representative Men,Ralph Waldo Emerson,1803,1882,220,"['Biography', 'Goethe, Johann Wolfgang von, 1749-1832', 'Montaigne, Michel de, 1533-1592', 'Napoleon I, Emperor of the French, 1769-1821', 'Plato', 'Shakespeare, William, 1564-1616', 'Swedenborg, Emanuel, 1688-1772']",271,65,662,1605,"['Plato', 'Shakespeare, William, 1564-1616', 'Napoleon I, Emperor of the French, 1769-1821', 'Biography', 'Goethe, Johann Wolfgang von, 1749-1832', 'Swedenborg, Emanuel, 1688-1772', 'Montaigne, Michel de, 1533-1592']",36,17,0.23985239852398524,0.03783211525942663,0.02584375147767475,Plato,Swedenborg
2124,Scarborough and the Critic,Richard Brinsley Sheridan,1751,1816,13,"['Haiti -- Officials and employees -- Salaries, etc. -- Fiction', 'Short stories', 'Threats -- Fiction']",159,24,527,937,"['Salaries, etc.', 'Threats', 'Haiti', 'Short stories', 'Fiction', 'Officials and employees']",27,17,0.1509433962264151,0.06427125291596435,0.04915416593491645,Dang,Fop
2125,The Rivals,Richard Brinsley Sheridan,1751,1816,510,"['Bath (England) -- Drama', 'Comedies', 'Courtship -- Drama', 'English drama (Comedy)']",161,7,491,929,"['English drama (Comedy)', 'Drama', 'Bath (England)', 'Courtship', 'Comedies']",48,21,0.043478260869565216,0.13256103997448382,0.09298456461276162,MALAPROP,Lucius
2126,The School For Scandal,Richard Brinsley Sheridan,1751,1816,1118,"['Comedies', 'England -- Social life and customs -- 18th century -- Drama', 'English drama -- 18th century', 'Nobility -- England -- History -- 18th century -- Drama']",109,6,347,947,"['England', 'History', '18th century', 'Comedies', 'Drama', 'Social life and customs', 'Nobility', 'English drama']",9,21,0.05504587155963303,0.20339660372872864,0.10961233063066726,PETER,OLIVER
2127,A Blot In The 'Scutcheon,Robert Browning,1812,1889,24,['English drama'],38,5,140,382,['English drama'],48,21,0.13157894736842105,0.21139527161631796,0.0831686188358006,MILDRED,GERARD
2128,Browning's Shorter Poems,Robert Browning,1812,1889,444,['English poetry'],249,52,578,968,['English poetry'],50,17,0.20883534136546184,0.10575055240782623,0.01706641045247238,Browning,Charles
2129,Dramatic Romances,Robert Browning,1812,1889,135,['English poetry -- 19th century'],188,48,390,1087,"['English poetry', '19th century']",37,17,0.2553191489361702,0.06008302864834504,0.024193356837103143,Browning,John
2130,Men and Women,Robert Browning,1812,1889,162,['Poetry'],179,35,434,1124,['Poetry'],38,17,0.19553072625698323,0.07179448904996046,0.039361811432633675,Browning,Laurence
2131,Selections from the Poems and Plays of Robert Browning,Robert Browning,1812,1889,53,"['Drama', 'English poetry', 'Poetry -- Collections']",552,85,1514,2411,"['English poetry', 'Poetry', 'Collections', 'Drama']",50,17,0.1539855072463768,0.12157754781632721,0.01897295816652568,Browning,Pippa
2132,The Pied Piper of Hamelin,Robert Browning,1812,1889,761,"[""Children\\'s poetry, English"", 'Picture books for children', 'Pied Piper of Hamelin (Legendary character) -- Juvenile poetry']",11,4,20,56,"[""Children\\'s poetry, English"", 'Picture books for children', 'Juvenile poetry', 'Pied Piper of Hamelin (Legendary character)']",21,35,0.36363636363636365,0.20237659703715807,0.14353951283760785,Hamelin,North
2133,Poems And Songs Of Robert Burns,Robert Burns,1759,1796,183,"['Poetry', 'Voyages and travels -- Poetry']",1814,567,4579,5524,"['Poetry', 'Voyages and travels']",38,21,0.3125689084895259,0.01093484371772239,0.007884876755842995,Ye,Laird
2134,Tam O'Shanter,Robert Burns,1759,1796,42,['Scottish poetry'],21,6,82,353,['Scottish poetry'],-1,-1,0.2857142857142857,0.20452306419423888,0.09539425853828076,Tam,Maggie
2135,The Letters of Robert Burns,Robert Burns,1759,1796,65,"['Burns, Robert, 1759-1796 -- Correspondence', 'Poets, Scottish -- 18th century -- Correspondence']",572,107,1719,2553,"['Correspondence', '18th century', 'Burns, Robert, 1759-1796', 'Poets, Scottish']",-1,35,0.18706293706293706,0.03218549229298034,0.020291441191427645,Burns,Dunlop
2136,A Boy's Will,Robert Frost,1874,1963,647,['American poetry -- 20th century'],6,3,8,16,"['20th century', 'American poetry']",-1,21,0.5,0.2325581395348839,0.2325581395348839,Douglas,Robert the Bruce
2137,Mountain Interval,Robert Frost,1874,1963,320,['American poetry'],35,12,60,154,['American poetry'],53,17,0.34285714285714286,0.060542442584786374,0.0525026308513252,Meserve,Fred
2138,North of Boston,Robert Frost,1874,1963,492,['American poetry -- 20th century'],44,13,72,353,"['20th century', 'American poetry']",-1,17,0.29545454545454547,0.0625598824617181,0.054912354611527596,Anne,Silas
2139,Micrographia,Robert Hooke,1635,1703,566,"['Magnifying glasses -- Early works to 1800', 'Microscopy -- Early works to 1800', 'Natural history -- Pre-Linnean works']",240,50,375,912,"['Pre-Linnean works', 'Magnifying glasses', 'Microscopy', 'Early works to 1800', 'Natural history']",-1,17,0.20833333333333334,0.02963146801101205,0.0293965724273967,Moon,Moss
2140,"A Child's Garden of Verses, Verse 130",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",26,9,30,126,"[""Children\\'s poetry, English""]",21,35,0.34615384615384615,0.07092198581560277,0.0600600600600601,O Leerie,Johnnie
2141,"A Child's Garden of Verses, Verse 142",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",60,17,101,252,"[""Children\\'s poetry, English""]",21,17,0.2833333333333333,0.12339717267686744,0.042769859794407984,N. C. Wyeth,ROBERT LOUIS STEVENSON
2142,"A Child's Garden of Verses, Verse 154",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",30,11,40,176,"[""Children\\'s poetry, English""]",21,17,0.36666666666666664,0.06822992876932084,0.05492330529440874,Charles Scribner,O Leerie
2143,"A Child's Garden of Verses, Verse 158",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",27,10,38,148,"[""Children\\'s poetry, English""]",21,17,0.37037037037037035,0.06453323903818957,0.049504950495049556,Leerie,WILLIE
2144,"A Child's Garden of Verses, Version 1",Robert Louis Stevenson,1850,1894,89,"['Authors, Scottish -- 19th century -- Correspondence', 'Stevenson, Robert Louis, 1850-1894 -- Correspondence']",18,5,16,55,"['19th century', 'Correspondence', 'Authors, Scottish', 'Stevenson, Robert Louis, 1850-1894']",-1,35,0.2777777777777778,0.13721804511278196,0.1052631578947368,O Leerie,Jane
2145,"A Child's Garden of Verses, Version 2",Robert Louis Stevenson,1850,1894,75,"['Authors, Scottish -- 19th century -- Correspondence', 'Stevenson, Robert Louis, 1850-1894 -- Correspondence']",21,7,24,107,"['19th century', 'Correspondence', 'Authors, Scottish', 'Stevenson, Robert Louis, 1850-1894']",-1,35,0.3333333333333333,0.08845326320822385,0.0749063670411986,O Leerie,Stiller
2146,"A Child's Garden of Verses, Version 3",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",34,12,50,197,"[""Children\\'s poetry, English""]",21,17,0.35294117647058826,0.055234271286419744,0.05091159270725848,O Leerie,Robinson
2147,"A Child's Garden of Verses, Version 4",Robert Louis Stevenson,1850,1894,107,"[""Children\\'s poetry, English""]",24,8,30,96,"[""Children\\'s poetry, English""]",21,35,0.3333333333333333,0.08060416817950761,0.06825938566552935,O Leerie,Willie
2148,A Christmas Sermon,Robert Louis Stevenson,1850,1894,23,"['Christmas sermons', 'Conduct of life']",10,3,6,26,"['Christmas sermons', 'Conduct of life']",62,35,0.3,0.20408163265306117,0.2040816326530611,William Ernest Henley,Paul
2149,A Footnote to History,Robert Louis Stevenson,1850,1894,73,['Samoan Islands -- History'],161,17,542,971,"['Samoan Islands', 'History']",-1,21,0.10559006211180125,0.07796094984041389,0.06486992045956062,Mataafa,Becker
2150,A Lowden Sabbath Morn,Robert Louis Stevenson,1850,1894,8,['Sabbath -- Poetry'],16,4,32,97,"['Poetry', 'Sabbath']",-1,35,0.25,0.14806326411362525,0.1338953632531614,ROBERT LOUIS STEVENSON,Sandy Blane
2151,An Inland Voyage,Robert Louis Stevenson,1850,1894,60,['France -- Description and travel'],85,22,98,379,"['France', 'Description and travel']",60,17,0.25882352941176473,0.05307888123878279,0.04800701270608045,Mademoiselle Ferrario,M. de Vauversin
2152,Ballads,Robert Louis Stevenson,1850,1894,34,"['Ballads', 'Poetry']",46,10,102,424,"['Ballads', 'Poetry']",38,17,0.21739130434782608,0.09496631305580357,0.07770920319395999,Rua,Rahero
2153,Catriona,Robert Louis Stevenson,1850,1894,180,"['Adventure stories', 'Scotland -- History -- 18th century -- Fiction']",198,17,566,1070,"['Scotland', 'History', '18th century', 'Adventure stories', 'Fiction']",34,17,0.08585858585858586,0.09699132167589272,0.07233428024766984,Alan,James
2154,"David Balfour, Second Part",Robert Louis Stevenson,1850,1894,108,"['Historical fiction', 'Scotland -- History -- 18th century -- Fiction']",205,15,684,1188,"['Scotland', 'History', '18th century', 'Historical fiction', 'Fiction']",34,17,0.07317073170731707,0.12272752412177676,0.0691791166194743,Alan,Balfour
2155,Edinburgh,Robert Louis Stevenson,1850,1894,60,['Edinburgh (Scotland) -- Description and travel'],83,20,170,480,"['Edinburgh (Scotland)', 'Description and travel']",-1,17,0.24096385542168675,0.05601668895325059,0.048149581673958046,Burns,Leith
2156,Essays of Robert Louis Stevenson,Robert Louis Stevenson,1850,1894,83,['Essays'],378,70,1249,2630,['Essays'],35,21,0.18518518518518517,0.11149953215117511,0.013659137450980258,Stevenson,Thackeray
2157,Essays of Travel,Robert Louis Stevenson,1850,1894,86,"['Essays', 'Stevenson, Robert Louis, 1850-1894 -- Travel']",184,50,303,819,"['Stevenson, Robert Louis, 1850-1894', 'Travel', 'Essays']",35,17,0.2717391304347826,0.030348354710425022,0.02200819380250438,Rob Roy,Mannering
2158,Fables,Robert Louis Stevenson,1850,1894,169,"['Boys -- Fiction', 'Great Britain -- History -- 19th century -- Fiction', 'Paranormal fiction', 'Treasure troves -- Fiction']",19,6,22,64,"['History', '19th century', 'Boys', 'Great Britain', 'Paranormal fiction', 'Treasure troves', 'Fiction']",34,35,0.3157894736842105,0.11900043377978621,0.09597484740383766,George Merry,Smollett
2159,Familiar Studies of Men & Books,Robert Louis Stevenson,1850,1894,41,"['Burns, Robert, 1759-1796', 'Hugo, Victor, 1802-1885', 'Knox, John, approximately 1514-1572', 'Literature -- History and criticism', 'Pepys, Samuel, 1633-1703', 'Thoreau, Henry David, 1817-1862', 'Villon, Fran\\xc3\\xa7ois, 1431-1463', 'Whitman, Walt, 1819-1892', 'Yoshida, Shoin, 1830-1859']",370,50,882,1518,"['Whitman, Walt, 1819-1892', 'History and criticism', 'Burns, Robert, 1759-1796', 'Hugo, Victor, 1802-1885', 'Pepys, Samuel, 1633-1703', 'Literature', 'Knox, John, approximately 1514-1572', 'Thoreau, Henry David, 1817-1862', 'Yoshida, Shoin, 1830-1859', 'Villon, Fran\\xc3\\xa7ois, 1431-1463']",35,17,0.13513513513513514,0.04842140312715724,0.047535689092564434,Charles,Knox
2160,Father Damien,Robert Louis Stevenson,1850,1894,98,"['Damien, Saint, Father, 1840-1889']",13,2,60,149,"['Damien, Saint, Father, 1840-1889']",-1,21,0.15384615384615385,0.38961220991400664,0.11916297379250058,Damien,Hyde
2161,In the South Seas,Robert Louis Stevenson,1850,1894,114,"['Oceania -- Description and travel', 'Polynesia -- Description and travel']",262,54,601,1331,"['Oceania', 'Description and travel', 'Polynesia']",12,17,0.20610687022900764,0.034023802253171635,0.01604553997281513,Tembinok,Moipu
2162,Island Nights' Entertainments,Robert Louis Stevenson,1850,1894,131,"['Islands of the Pacific -- Fiction', 'Short stories']",68,10,226,588,"['Short stories', 'Fiction', 'Islands of the Pacific']",27,17,0.14705882352941177,0.10977650328849277,0.07109979118976664,Keawe,Uma
2163,Kidnapped,Robert Louis Stevenson,1850,1894,2157,"['Adventure and adventurers -- Fiction', 'Historical fiction', 'Kidnapping -- Fiction', 'Scotland -- History -- 18th century -- Fiction']",147,14,458,950,"['Scotland', 'History', '18th century', 'Historical fiction', 'Adventure and adventurers', 'Kidnapping', 'Fiction']",34,21,0.09523809523809523,0.18328424933755386,0.06068064776367375,Alan,David
2164,Lay Morals,Robert Louis Stevenson,1850,1894,49,"['Essays', 'Short stories']",250,57,521,1210,"['Short stories', 'Essays']",27,17,0.228,0.027166517919671156,0.02144308795745933,Damien,Archer
2165,"Letters of Robert Louis Stevenson, Volume 1",Robert Louis Stevenson,1850,1894,89,"['Authors, Scottish -- 19th century -- Correspondence', 'Stevenson, Robert Louis, 1850-1894 -- Correspondence']",555,125,1392,2095,"['19th century', 'Correspondence', 'Authors, Scottish', 'Stevenson, Robert Louis, 1850-1894']",-1,17,0.22522522522522523,0.021249997985329123,0.015074591160452382,ROBERT LOUIS STEVENSON,Henley
2166,"Letters of Robert Louis Stevenson, Volume 2",Robert Louis Stevenson,1850,1894,22,['Drama'],544,108,1375,2010,['Drama'],55,35,0.19852941176470587,0.06605268304883131,0.02573130706102306,ROBERT LOUIS STEVENSON,James
2167,Memoir of Fleeming Jenkin,Robert Louis Stevenson,1850,1894,31,"['Biography', 'Jenkin, Fleeming, 1833-1885']",290,38,684,1367,"['Biography', 'Jenkin, Fleeming, 1833-1885']",36,17,0.1310344827586207,0.09509563838907165,0.07611230623250193,Jenkin,Fleeming
2168,Memories and Portraits,Robert Louis Stevenson,1850,1894,67,"['Authors, Scottish -- 19th century -- Biography', 'Scotland -- Social life and customs -- 19th century', 'Stevenson, Robert Louis, 1850-1894']",274,76,620,1318,"['Stevenson, Robert Louis, 1850-1894', 'Social life and customs', 'Authors, Scottish', '19th century', 'Scotland', 'Biography']",-1,17,0.2773722627737226,0.019905440667372848,0.018308699011767626,Dumas,John
2169,Moral Emblems,Robert Louis Stevenson,1850,1894,21,['Poetry'],18,6,36,127,['Poetry'],38,35,0.3333333333333333,0.17770223546475422,0.0894969853058117,Robin,Squire
2170,New Arabian Nights,Robert Louis Stevenson,1850,1894,198,"['Adventure stories', 'Fiction', 'Short stories']",116,14,260,629,"['Short stories', 'Adventure stories', 'Fiction']",27,17,0.1206896551724138,0.07162441611500542,0.0559914565801899,Leon,Vandeleur
2171,New Poems,Robert Louis Stevenson,1850,1894,34,"['Didactic poetry', 'Love poetry']",75,19,86,356,"['Didactic poetry', 'Love poetry']",38,21,0.25333333333333335,0.05283840267984123,0.05155631617876084,Johnie,John
2172,Prince Otto,Robert Louis Stevenson,1850,1894,52,"['Man-woman relationships -- Fiction', 'Nobility -- Fiction']",94,6,287,870,"['Nobility', 'Man-woman relationships', 'Fiction']",34,21,0.06382978723404255,0.22450731260886136,0.07142802425700873,Otto,Seraphina
2173,Records of a Family of Engineers,Robert Louis Stevenson,1850,1894,32,"['Bell Rock Lighthouse (Scotland)', 'Engineers -- Great Britain -- Biography', 'Lighthouses -- Scotland', 'Stephenson family', 'Stevenson, Robert, 1772-1850']",213,43,528,1004,"['Lighthouses', 'Stevenson, Robert, 1772-1850', 'Engineers', 'Great Britain', 'Scotland', 'Biography', 'Stephenson family', 'Bell Rock Lighthouse (Scotland)']",-1,17,0.20187793427230047,0.08226605069864723,0.04355582725228656,Stevenson,Smeaton
2174,Songs of Travel,Robert Louis Stevenson,1850,1894,183,"['Poetry', 'Voyages and travels -- Poetry']",29,6,26,101,"['Poetry', 'Voyages and travels']",38,35,0.20689655172413793,0.1003064920590694,0.10030649205906937,MARYANNE,Moë
2175,St. Ives,Robert Louis Stevenson,1850,1894,58,"['French -- England -- Fiction', 'Prisoners of war -- Fiction']",164,18,393,787,"['French', 'England', 'Prisoners of war', 'Fiction']",-1,17,0.10975609756097561,0.10269014591237101,0.09282367937592334,Rowley,Anne
2176,Tales and Fantasies,Robert Louis Stevenson,1850,1894,316,['Fiction'],86,7,226,646,['Fiction'],27,17,0.08139534883720931,0.16924532649714574,0.10129379024584703,John,Dick
2177,The Art of Writing and Other Essays,Robert Louis Stevenson,1850,1894,73,['Mathematics'],124,42,254,824,['Mathematics'],63,17,0.3387096774193548,0.028762277191013586,0.02130696832766061,Shakespeare,James
2178,The Black Arrow,Robert Louis Stevenson,1850,1894,176,"['Bildungsromans', 'Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction', 'Guardian and ward -- Fiction', 'Historical fiction', 'Knights and knighthood -- Fiction', 'Outlaws -- Fiction', 'War stories', 'Young men -- Fiction']",110,7,470,896,"['Guardian and ward', 'Great Britain', 'Outlaws', 'History', 'Young men', 'Historical fiction', 'Knights and knighthood', 'War stories', 'Wars of the Roses, 1455-1485', 'Bildungsromans', 'Fiction']",34,21,0.06363636363636363,0.23212182705526885,0.10502936202672578,Dick,Daniel
2179,The Dynamiter,Robert Louis Stevenson,1850,1894,65,"['Adventure stories', 'Fiction', 'Mystery fiction', 'Short stories']",81,13,174,505,"['Short stories', 'Adventure stories', 'Fiction', 'Mystery fiction']",27,17,0.16049382716049382,0.11226061139999804,0.08352472481688299,Harry,Challoner
