name,author,year_birth,year_death,popularity,subjects_list
Poems of William Blake,William Blake,1757,1827,302,"['English poetry', 'Pastoral poetry']"
Songs of Innocence and Songs of Experience,William Blake,1757,1827,7557,"['English poetry -- 18th century', 'Pastoral poetry']"
Discoveries,William Butler Yeats,1865,1939,68,['Essays']
Ideas of Good and Evil,William Butler Yeats,1865,1939,245,['Essays']
In The Seven Woods,William Butler Yeats,1865,1939,43,['Ireland -- Poetry']
Mosada,William Butler Yeats,1865,1939,17,['Drama']
Per Amica Silentia Lunae,William Butler Yeats,1865,1939,117,['Essays']
Poems,William Butler Yeats,1865,1939,302,"['English poetry', 'Pastoral poetry']"
Responsibilities,William Butler Yeats,1865,1939,149,['English poetry -- Irish authors']
Reveries over Childhood and Youth,William Butler Yeats,1865,1939,42,"['Ireland -- Social life and customs', 'Poets, Irish -- 19th century -- Biography', 'Yeats, W. B. (William Butler), 1865-1939 -- Childhood and youth']"
Rosa Alchemica,William Butler Yeats,1865,1939,57,['Alchemists -- Fiction']
Seven Poems and a Fragment,William Butler Yeats,1865,1939,26,['English poetry -- Irish authors']
Stories of Red Hanrahan,William Butler Yeats,1865,1939,42,['Ireland -- Social life and customs -- Fiction']
Synge And The Ireland Of His Time,William Butler Yeats,1865,1939,28,"['Dramatists, Irish -- 20th century -- Biography', 'Synge, J. M. (John Millington), 1871-1909']"
The Celtic Twilight,William Butler Yeats,1865,1939,326,"['Folklore -- Ireland -- Sligo (County)', 'Mythology, Celtic -- Ireland -- Sligo (County)', 'Poets, Irish -- 19th century -- Biography', 'Poets, Irish -- Homes and haunts -- Ireland -- Sligo (County)', 'Sligo (Ireland : County) -- Social life and customs', 'Tales -- Ireland -- Sligo (County)', 'Yeats, W. B. (William Butler), 1865-1939 -- Childhood and youth', 'Yeats, W. B. (William Butler), 1865-1939 -- Homes and haunts -- Ireland -- Sligo (County)']"
The Countess Cathleen,William Butler Yeats,1865,1939,241,"['Famines -- Ireland -- Drama', 'Nobility -- Ireland -- Drama']"
The Cutting of an Agate,William Butler Yeats,1865,1939,25,"['Essays', 'Literature -- History and criticism']"
The Green Helmet and Other Poems,William Butler Yeats,1865,1939,89,['English poetry -- Irish authors']
The Hour Glass,William Butler Yeats,1865,1939,36,['Ireland -- Drama']
The Land Of Heart's Desire,William Butler Yeats,1865,1939,20,"['Fairy plays', 'Ireland -- Drama']"
The Secret Rose,William Butler Yeats,1865,1939,249,"['Fantasy fiction', 'Ireland -- Social life and customs -- Fiction', 'Mythology, Celtic -- Fiction']"
The Trembling of the Veil,William Butler Yeats,1865,1939,104,"['Poets, Irish -- 19th century -- Biography', 'Poets, Irish -- 20th century -- Biography', 'Yeats, W. B. (William Butler), 1865-1939']"
The Wild Swans at Coole,William Butler Yeats,1865,1939,103,['Poetry']
The Wind Among the Reeds,William Butler Yeats,1865,1939,180,['Poetry']
Two plays for dancers,William Butler Yeats,1865,1939,44,['Ireland -- Drama']
Where There is Nothing,William Butler Yeats,1865,1939,21,"['English drama -- Irish authors', 'Ireland -- Drama']"
A Belated Guest,William Dean Howells,1837,1920,10,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
A Boy's Town,William Dean Howells,1837,1920,20,['Boys -- Juvenile fiction']
A Chance Acquaintance,William Dean Howells,1837,1920,42,"['Bildungsromans', 'Boston (Mass.) -- Fiction', 'Saint Lawrence River -- Fiction', 'Upper class -- Fiction', 'Young women -- Fiction']"
A Fearful Responsibility and Other Stories,William Dean Howells,1837,1920,20,['Manners and customs -- Fiction']
A Foregone Conclusion,William Dean Howells,1837,1920,27,['Venice (Italy) -- Fiction']
A Hazard of New Fortunes,William Dean Howells,1837,1920,14,"['City and town life -- Fiction', 'Domestic fiction', 'Married people -- Fiction', 'Middle-aged persons -- Fiction', 'Moving, Household -- Fiction', 'New York (N.Y.) -- Fiction', 'Social classes -- Fiction']"
A Likely Story,William Dean Howells,1837,1920,9,['American drama -- 19th century']
A Little Swiss Sojourn,William Dean Howells,1837,1920,18,['Switzerland -- Description and travel']
A Modern Instance,William Dean Howells,1837,1920,57,['Marriage -- Fiction']
A Pair of Patient Lovers,William Dean Howells,1837,1920,16,['Short stories']
A Psychological Counter-current in Recent Fiction,William Dean Howells,1837,1920,21,"['Authors, American', 'Fiction', 'Literature -- Criticism and interpretation']"
A Traveler from Altruria,William Dean Howells,1837,1920,79,"['United States -- Social conditions -- 1865-1918 -- Fiction', 'Utopian fiction']"
American Literary Centers,William Dean Howells,1837,1920,12,"['American literature', 'Essays']"
An Open-Eyed Conspiracy; An Idyl of Saratoga,William Dean Howells,1837,1920,13,"['New York (State) -- Fiction', 'Saratoga (N.Y.) -- Fiction', 'Saratoga Springs (N.Y.) -- Fiction']"
Annie Kilburn,William Dean Howells,1837,1920,20,"['Massachusetts -- Fiction', 'Working class -- Fiction']"
April Hopes,William Dean Howells,1837,1920,34,"['Boston (Mass.) -- Fiction', 'Courtship -- Fiction', 'Love stories']"
Between The Dark And The Daylight,William Dean Howells,1837,1920,31,['Short stories']
Boy Life,William Dean Howells,1837,1920,16,['Boys']
Bride Roses,William Dean Howells,1837,1920,13,"['Florists -- Fiction', 'Short stories']"
Buying a Horse,William Dean Howells,1837,1920,24,"['Horses -- Fiction', 'Short stories']"
Cambridge Neighbors,William Dean Howells,1837,1920,13,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
Christmas Every Day and Other Stories,William Dean Howells,1837,1920,50,"['Christmas stories', 'Short stories']"
Criticism And Fiction,William Dean Howells,1837,1920,32,"['Criticism', 'Fiction -- History and criticism']"
Dr. Breen's Practice,William Dean Howells,1837,1920,21,['Women physicians -- Fiction']
Emile Zola,William Dean Howells,1837,1920,20,"['Zola, \\xc3\\x89mile, 1840-1902']"
Evening Dress,William Dean Howells,1837,1920,20,['American drama -- 19th century']
Familiar Spanish Travels,William Dean Howells,1837,1920,30,['Spain -- Description and travel']
Fennel and Rue,William Dean Howells,1837,1920,24,"['Editors -- Fiction', 'Fan mail -- Fiction', 'Novelists -- Fiction']"
First Visit to New England and Others,William Dean Howells,1837,1920,10,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
Five O'Clock Tea,William Dean Howells,1837,1920,21,['Fiction']
"Henry James, Jr",William Dean Howells,1837,1920,20,"['James, Henry, 1843-1916 -- Criticism and interpretation']"
Imaginary Interviews,William Dean Howells,1837,1920,20,"['Essays', 'Fiction', 'Imaginary conversations']"
Indian Summer,William Dean Howells,1837,1920,24,"['Americans -- Italy -- Fiction', 'Italy -- Fiction', 'Love stories', 'Middle-aged men -- Fiction', 'Midlife crisis -- Fiction']"
Italian Journeys,William Dean Howells,1837,1920,16,['Italy -- Description and travel']
Last Days in a Dutch Hotel,William Dean Howells,1837,1920,13,['Netherlands -- Description and travel']
Literary Boston,William Dean Howells,1837,1920,9,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
Literature and Life,William Dean Howells,1837,1920,88,"['Essays', 'Literature -- Collections', 'Short stories']"
Modern Italian Poets,William Dean Howells,1837,1920,33,"['Italian poetry -- 18th century -- History and criticism', 'Italian poetry -- 19th century -- History and criticism']"
My Literary Passions,William Dean Howells,1837,1920,42,['Literature -- History and criticism']
My Mark Twain,William Dean Howells,1837,1920,15,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates', 'Twain, Mark, 1835-1910']"
Of Literature,William Dean Howells,1837,1920,13,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Literature -- History and criticism']"
Oliver Wendell Holmes,William Dean Howells,1837,1920,18,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Holmes, Oliver Wendell, 1841-1935', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
Poems,William Dean Howells,1837,1920,302,"['English poetry', 'Pastoral poetry']"
Questionable Shapes,William Dean Howells,1837,1920,29,['Manners and customs -- Fiction']
Ragged Lady,William Dean Howells,1837,1920,38,"['Americans -- Italy -- Fiction', 'New England -- Fiction', 'Young women -- Fiction']"
Roman Holidays and Others,William Dean Howells,1837,1920,34,"['Italy -- Description and travel', 'Rome (Italy) -- Description and travel']"
Roundabout to Boston,William Dean Howells,1837,1920,10,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates', 'New York (N.Y.)', 'Venice (Italy) -- Description and travel']"
Short Stories and Essays,William Dean Howells,1837,1920,54,"['American fiction -- History and criticism', 'Criticism', 'Fiction -- History and criticism']"
Some Anomalies of the Short Story,William Dean Howells,1837,1920,9,"['Essays', 'Literature']"
Spanish Prisoners of War,William Dean Howells,1837,1920,10,"['Spanish-American War, 1898 -- Personal narratives']"
Staccato Notes of a Vanished Summer,William Dean Howells,1837,1920,6,"['Maine -- Fiction', 'Short stories']"
Stories Of Ohio,William Dean Howells,1837,1920,78,['Ohio -- History']
Studies of Lowell,William Dean Howells,1837,1920,13,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
The Albany Depot,William Dean Howells,1837,1920,21,['American drama -- 19th century']
The Coast of Bohemia,William Dean Howells,1837,1920,19,"['Artists -- Fiction', 'Pennsylvania -- Fiction']"
The Confessions of a Summer Colonist,William Dean Howells,1837,1920,14,['Atlantic Coast (U.S.) -- Description and travel']
The Daughter of the Storage,William Dean Howells,1837,1920,18,"['Poetry', 'Short stories']"
The Editor's Relations With The Young Contributor,William Dean Howells,1837,1920,9,"['Authors', 'Essays']"
The Elevator,William Dean Howells,1837,1920,19,"['American drama -- 19th century', 'Comedies']"
The Flight of Pony Baker,William Dean Howells,1837,1920,32,"['Amusements -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Parent and child -- Juvenile fiction', 'Runaway children -- Juvenile fiction']"
The Garotters,William Dean Howells,1837,1920,17,['American drama -- 19th century']
The Kentons,William Dean Howells,1837,1920,21,"['Europe -- Social life and customs -- Fiction', 'Ohio -- Social life and customs -- Fiction', 'United States -- Social life and customs -- Fiction']"
The Lady of the Aroostook,William Dean Howells,1837,1920,32,"['Transatlantic voyages -- Fiction', 'Venice (Italy) -- Fiction', 'Voyages and travels -- Fiction', 'Young women -- Fiction']"
The Landlord at Lion's Head,William Dean Howells,1837,1920,21,"['Artists -- Fiction', 'Massachusetts -- Fiction']"
The Leatherwood God,William Dean Howells,1837,1920,10,['Mystery fiction']
The Man of Letters as a Man of Business,William Dean Howells,1837,1920,151,['American literature -- History and criticism']
The March Family Trilogy,William Dean Howells,1837,1920,58,"['Fiction', 'Literature -- Collections']"
The Minister's Charge,William Dean Howells,1837,1920,25,"['Boston (Mass.) -- Fiction', 'Clergy -- Fiction', 'Poets -- Fiction']"
The Parlor-Car,William Dean Howells,1837,1920,11,"['American drama -- 19th century', 'Comedies']"
The Quality of Mercy,William Dean Howells,1837,1920,18,['Fiction']
The Register,William Dean Howells,1837,1920,18,"['American drama -- 19th century', 'Comedies']"
The Rise of Silas Lapham,William Dean Howells,1837,1920,327,"['Boston (Mass.) -- Fiction', 'Businessmen -- Fiction', 'Domestic fiction', 'Psychological fiction', 'Rich people -- Fiction', 'Socialites -- Fiction']"
The Sleeping Car,William Dean Howells,1837,1920,18,"['American drama -- 19th century', 'Comedies', 'Railroad travel -- Drama']"
The Standard Household-Effect Company,William Dean Howells,1837,1920,8,"['Fiction', 'Short stories']"
The Story of a Play,William Dean Howells,1837,1920,22,"['Dramatists -- Fiction', 'Married people -- Fiction', 'Theater -- Fiction']"
The White Mr. Longfellow,William Dean Howells,1837,1920,13,"['American literature -- 19th century -- History and criticism', 'Authors, American -- 19th century -- Biography', 'Howells, William Dean, 1837-1920 -- Friends and associates']"
Their Silver Wedding Journey,William Dean Howells,1837,1920,15,"['Americans -- Europe -- Fiction', 'Transatlantic voyages -- Fiction']"
Their Wedding Journey,William Dean Howells,1837,1920,11,"['Canada -- Description and travel -- Fiction', 'Honeymoons -- Fiction', 'New York (State) -- Description and travel -- Fiction']"
Through the Eye of the Needle,William Dean Howells,1837,1920,34,"['Epistolary fiction', 'Love stories', 'New York (N.Y.) -- Fiction', 'United States -- Social conditions -- 1865-1918 -- Fiction', 'Utopian fiction', 'Utopias -- Fiction']"
On Books and the Housing of Them,William Ewart Gladstone,1809,1898,116,"['Criminal psychology', 'Swindlers and swindling']"
A Crystal Age,William Henry Hudson,1841,1922,98,"['Utopian fiction', 'Utopias -- Fiction']"
A Little Boy Lost,William Henry Hudson,1841,1922,14,"['Boys -- Juvenile fiction', 'Fantasy literature', 'Nature -- Juvenile fiction', 'Self-reliance -- Juvenile fiction']"
A Shepherd's Life,William Henry Hudson,1841,1922,30,"['Country life -- England -- Wiltshire', 'Hudson, W. H. (William Henry), 1841-1922 -- Homes and haunts -- England -- Wiltshire', 'Natural history -- England -- Wiltshire', 'Shepherds -- England -- Wiltshire', 'Wiltshire (England) -- Description and travel', 'Wiltshire (England) -- Social life and customs']"
A Traveller in Little Things,William Henry Hudson,1841,1922,27,"['Authors, English -- 19th century', 'English essays', 'Natural history -- England']"
Afoot in England,William Henry Hudson,1841,1922,54,['England -- Description and travel']
Birds and Man,William Henry Hudson,1841,1922,100,['Birds']
Birds in Town and Village,William Henry Hudson,1841,1922,231,['Birds -- England']
Dead Man's Plack and an Old Thorn,William Henry Hudson,1841,1922,23,"['\\xc3\\x86lfthryth, queen consort of Edgar, 945?-1000']"
Fan,William Henry Hudson,1841,1922,29,['Women authors -- Fiction']
Far Away and Long Ago,William Henry Hudson,1841,1922,48,"['Authors, English -- 20th century -- Biography', 'Hudson, W. H. (William Henry), 1841-1922 -- Childhood and youth', 'Hudson, W. H. (William Henry), 1841-1922 -- Homes and haunts -- Argentina', 'Pampas (Argentina) -- Description and travel']"
Green Mansions,William Henry Hudson,1841,1922,146,"['Love stories', 'Rain forests -- Fiction', 'South America -- Fiction', 'Wild women -- Fiction']"
The Naturalist in La Plata,William Henry Hudson,1841,1922,36,"['Animal behavior -- Argentina -- Pampas', 'Natural history -- Argentina -- Pampas', 'Zoology -- Argentina -- Pampas']"
The Purple Land,William Henry Hudson,1841,1922,17,['Science fiction']
A Little Brother to the Bear and other Animal Stories,William J Long,1867,1952,47,['Animal behavior']
English Literature,William J Long,1867,1952,2289,['English literature -- History and criticism']
"Northern Trails, Book 1",William J Long,1867,1952,19,['Animals -- Anecdotes']
Outlines of English and American Literature,William J Long,1867,1952,33,"['American literature -- History and criticism', 'English literature -- History and criticism']"
Secret of the Woods,William J Long,1867,1952,170,"['Animal behavior -- Juvenile literature', 'Natural history -- Juvenile literature', 'Zoology -- Juvenile literature']"
Ways of Wood Folk,William J Long,1867,1952,73,['Animal behavior']
Wilderness Ways,William J Long,1867,1952,33,['Animal behavior']
Wood Folk at School,William J Long,1867,1952,34,"['Animal behavior', 'Animals -- Anecdotes']"
A Little Dinner at Timmins's,William Makepeace Thackeray,1811,1863,20,"['England -- Social life and customs -- 19th century -- Fiction', 'London (England) -- Fiction']"
Ballads,William Makepeace Thackeray,1811,1863,21,['English poetry -- 19th century']
Barry Lyndon,William Makepeace Thackeray,1811,1863,446,"['Europe -- Fiction', 'Gamblers -- Fiction', 'Humorous stories', 'Ireland -- Fiction', 'Irish -- Foreign countries -- Fiction', 'Rogues and vagabonds -- Fiction', 'Satire']"
Burlesques,William Makepeace Thackeray,1811,1863,63,"['English literature -- 19th century', 'Fiction']"
Catherine_ A Story,William Makepeace Thackeray,1811,1863,17,['Slavery -- United States -- Fiction']
George Cruikshank,William Makepeace Thackeray,1811,1863,12,"['Caricatures and cartoons -- Great Britain', 'Cruikshank, George, 1792-1878', 'English wit and humor, Pictorial']"
Henry Esmond; The English Humourists; The Four Georges,William Makepeace Thackeray,1811,1863,103,"['Great Britain -- History -- Anne, 1702-1714 -- Fiction', 'Historical fiction']"
John Leech's Pictures of Life and Character,William Makepeace Thackeray,1811,1863,9,"['Browning, Robert, 1812-1889', 'Poets, English -- 19th century -- Biography']"
Little Travels and Roadside Sketches,William Makepeace Thackeray,1811,1863,25,"['Belgium -- Description and travel', 'Thackeray, William Makepeace, 1811-1863 -- Travel -- Belgium']"
Memoirs of Mr. Charles J. Yellowplush,William Makepeace Thackeray,1811,1863,42,"['Didactic fiction', 'England -- Fiction', 'Household employees -- Fiction', 'Humorous stories', 'Master and servant -- Fiction']"
Men's Wives,William Makepeace Thackeray,1811,1863,34,['Great Britain -- Social life and customs -- 19th century -- Fiction']
Notes on a Journey from Cornhill to Grand Cairo,William Makepeace Thackeray,1811,1863,6,"['Maine -- Fiction', 'Short stories']"
Roundabout Papers,William Makepeace Thackeray,1811,1863,8,['Essays']
Some Roundabout Papers,William Makepeace Thackeray,1811,1863,8,['Essays']
The Bedford-Row Conspiracy,William Makepeace Thackeray,1811,1863,22,['England -- Social life and customs -- 19th century -- Fiction']
The Book of Snobs,William Makepeace Thackeray,1811,1863,202,['Snobs and snobbishness -- Humor']
The Christmas Books,William Makepeace Thackeray,1811,1863,18,['Apocryphal books (New Testament)']
The Fatal Boots,William Makepeace Thackeray,1811,1863,23,"['Early memories -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Family life -- Fiction']"
The Fitz-Boodle Papers,William Makepeace Thackeray,1811,1863,28,"['Imaginary letters', 'Satire, English']"
"The History of Henry Esmond, Esq",William Makepeace Thackeray,1811,1863,103,"['Great Britain -- History -- Anne, 1702-1714 -- Fiction', 'Historical fiction']"
The History of Pendennis,William Makepeace Thackeray,1811,1863,17,"['Autobiographical fiction', 'Bildungsromans', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'Humorous stories', 'Young men -- Fiction']"
The History of Samuel Titmarsh,William Makepeace Thackeray,1811,1863,27,"['English fiction -- 19th century', 'Great Britain -- Social life and customs -- Fiction']"
The Newcomes,William Makepeace Thackeray,1811,1863,155,"['Domestic fiction', 'Families -- England -- Fiction']"
The Paris Sketch Book Of Mr. M. A. Titmarsh,William Makepeace Thackeray,1811,1863,42,"['Incas', 'Peru -- History -- Conquest, 1522-1548']"
The Rose and the Ring,William Makepeace Thackeray,1811,1863,251,"[""Children\\'s stories"", 'Fairy tales']"
The Second Funeral of Napoleon,William Makepeace Thackeray,1811,1863,17,"['Napoleon I, Emperor of the French, 1769-1821 -- Death and burial']"
The Tremendous Adventures of Major Gahagan,William Makepeace Thackeray,1811,1863,151,['American literature -- History and criticism']
The Wolves and the Lamb,William Makepeace Thackeray,1811,1863,18,['English drama -- 19th century']
Vanity Fair,William Makepeace Thackeray,1811,1863,1379,"['British -- Europe -- Fiction', 'England -- Fiction', 'Female friendship -- Fiction', 'Married women -- Fiction', 'Satire', 'Social classes -- Fiction', 'Waterloo, Battle of, Waterloo, Belgium, 1815 -- Fiction']"
A Brief Account of the Rise and Progress of the People Called Quakers,William Penn,1834,1896,116,"['Criminal psychology', 'Swindlers and swindling']"
A Sermon Preached at the Quaker's Meeting House,William Penn,1834,1896,260,"['Fantasy fiction', 'Quests (Expeditions) -- Fiction']"
Caesar's Wife,William Somerset Maugham,1874,1965,38,"['British -- Egypt -- Drama', 'English drama -- 20th century', 'Man-woman relationships -- Drama', 'Married people -- Drama']"
East of Suez,William Somerset Maugham,1874,1965,34,"['Beijing (China) -- Drama', 'Man-woman relationships -- Drama', 'Racially mixed people -- Drama', 'Truthfulness and falsehood -- Drama']"
Liza of Lambeth,William Somerset Maugham,1874,1965,141,['Working class -- England -- Fiction']
Of Human Bondage,William Somerset Maugham,1874,1965,722,"['Artists -- Fiction', 'Bildungsromans', 'Orphans -- Fiction', 'People with disabilities -- Fiction', 'Physicians -- Fiction']"
Orientations,William Somerset Maugham,1874,1965,81,"['Fiction', 'Short stories, English']"
"Plays_ Lady Frederick, The Explorer, A Man of Honor",William Somerset Maugham,1874,1965,151,['American literature -- History and criticism']
The Explorer,William Somerset Maugham,1874,1965,85,"['British -- Africa -- Fiction', 'England -- Fiction', 'Man-woman relationships -- Fiction']"
The Hero,William Somerset Maugham,1874,1965,47,"['Estonian literature', 'Estonian literature -- History and criticism']"
The Land of The Blessed Virgin; Sketches and Impressions in Andalusia,William Somerset Maugham,1874,1965,151,['American literature -- History and criticism']
The Magician,William Somerset Maugham,1874,1965,247,"['Magic -- Fiction', 'Paris (France) -- Fiction']"
The Making of a Saint,William Somerset Maugham,1874,1965,73,"['Historical fiction', 'Italy -- Fiction', 'Middle Ages -- Fiction']"
The Moon and Sixpence,William Somerset Maugham,1874,1965,1086,"['England -- Fiction', 'Painters -- Fiction', 'Psychological fiction', 'Tahiti (French Polynesia : Island) -- Fiction']"
The Trembling of a Leaf,William Somerset Maugham,1874,1965,240,['Oceania -- Fiction']
"Lyrical Ballads, With Other Poems, 1800, Volume 1",William Wordsworth,1770,1850,10,"['American poetry', 'Booth, William, 1829-1912', 'Didactic poetry', 'Fantasy poetry', 'Pastoral poetry']"
"Lyrical Ballads, With Other Poems, 1800, Volume 2",William Wordsworth,1770,1850,10,"['American poetry', 'Booth, William, 1829-1912', 'Didactic poetry', 'Fantasy poetry', 'Pastoral poetry']"
"Poems in Two Volumes, Volume 1",William Wordsworth,1770,1850,266,"['English poetry -- 18th century', 'English poetry -- 19th century']"
"Poems in Two Volumes, Volume 2",William Wordsworth,1770,1850,63,['English poetry']
"The Poetical Works of William Wordsworth, Volume 1",William Wordsworth,1770,1850,266,"['English poetry -- 18th century', 'English poetry -- 19th century']"
"The Poetical Works of William Wordsworth, Volume 2",William Wordsworth,1770,1850,151,['American literature -- History and criticism']
"The Poetical Works of William Wordsworth, Volume 3",William Wordsworth,1770,1850,151,['American literature -- History and criticism']
"The Poetical Works of William Wordsworth, Volume 4",William Wordsworth,1770,1850,151,['American literature -- History and criticism']
The Prose Works of William Wordsworth,William Wordsworth,1770,1850,128,['English literature -- 19th century']
"A Golden Venture, The Lady of the Barge and Others, Part 11",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
A Master of Craft,William Wymark Jacobs,1863,1943,20,"['Betrothal -- Fiction', 'England -- Social life and customs -- Fiction', 'Seafaring life -- Fiction', 'Ship captains -- Fiction']"
"A Mixed Proposal, The Lady of the Barge and Others, Part 9",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"A Spirit of Avarice, Odd Craft, Part 11",William Wymark Jacobs,1863,1943,48,"['Ball, John, -1381 -- Fiction', 'Historical fiction', 'Matthias I, King of Hungary, 1443-1490 -- Fiction', 'Peasant uprisings -- Fiction', ""Tyler\\'s Insurrection, 1381 -- Fiction""]"
"A Tiger's Skin, The Lady of the Barge and Others, Part 8",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"Admiral Peters, Odd Craft, Part 14",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"An Adulteration Act, The Lady of the Barge and Others, Part 10",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
At Sunwich Port,William Wymark Jacobs,1863,1943,23,"['Betrothal -- Fiction', 'Family -- England -- Fiction', 'Fathers and sons -- Fiction', 'Ship captains -- Fiction']"
"Back to Back, Night Watches, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Bedridden and The Winter Offensive, Deep Waters, Part 8",William Wymark Jacobs,1863,1943,251,"[""Children\\'s stories"", 'Fairy tales']"
"Bill's Lapse, Odd Craft, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Bill's Paper Chase, Lady of the Barge and Others, Part 3",William Wymark Jacobs,1863,1943,116,"['Criminal psychology', 'Swindlers and swindling']"
"Blundell's Improvement, Odd Craft, Part 3",William Wymark Jacobs,1863,1943,6,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Bob's Redemption, Captains All, Book 5",William Wymark Jacobs,1863,1943,29,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Breaking A Spell, Odd Craft, Part 6",William Wymark Jacobs,1863,1943,14,"['City and town life -- Fiction', 'Domestic fiction', 'Married people -- Fiction', 'Middle-aged persons -- Fiction', 'Moving, Household -- Fiction', 'New York (N.Y.) -- Fiction', 'Social classes -- Fiction']"
"Captain Rogers, The Lady of the Barge and Others, Part 7",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"Captains All, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
Captains All,William Wymark Jacobs,1863,1943,29,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Cupboard Love, The Lady of the Barge and Others, Part 5",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
Deep Waters,William Wymark Jacobs,1863,1943,35,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Deserted, Sailor's Knots, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
Dialstone Lane,William Wymark Jacobs,1863,1943,27,"['England -- Social life and customs -- Fiction', 'Ship captains -- Fiction', 'Treasure troves -- Fiction', 'Voyages and travels -- Fiction']"
"Dirty Work, Deep Waters, Part 11",William Wymark Jacobs,1863,1943,35,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Dixon's Return, Odd Craft, Part 10",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Double Dealing, Sailor's Knots, Part 11",William Wymark Jacobs,1863,1943,13,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"Dual Control, Ship's Company, Part 8",William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"Easy Money, Night Watches, Part 9",William Wymark Jacobs,1863,1943,37,"['Humorous stories', 'Short stories']"
"Establishing Relations, Odd Craft, Part 7",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Fairy Gold, Ship's Company, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
